Id,Nombre,Equipo,Puntaje,Competencias
25897,FNQMNRCXA,Kia,6854.47,58
66850,IUKCAWVPN,Bugatti,1212.04,98
27439,YXUUTUUOS,Bugatti,3823.50,56
82625,UEXBAZNFA,Ford,540.69,81
57299,ZSMKLUBQB,Porsche,5481.85,147
12515,VQXBHKJZK,Citroën,2649.20,36
42212,MAMCSDHZK,BMW,2510.76,135
87333,AOZFGZOWR,Castrol,9497.95,170
43893,BLKEVNUHP,Aramco,1280.99,127
56112,AGFNHGMOK,Texaco,152.62,82
80072,THBOFIWBJ,Toyota,9834.01,58
76713,FFCRBKLSO,Land Rover,7355.21,28
74316,PSUNMAYVC,Aston Martin,993.25,184
29655,NGLXOGWLY,Chevrolet,111.20,44
21223,GCHYEPVPT,Texaco,100.42,33
96295,PXFADABTH,Jeep,9540.59,40
17702,DQFWRFIRM,Aramco,8179.19,15
20433,VTMSFBNHT,Volvo,8955.42,157
43501,MGGYXAPRX,Texaco,7003.57,28
17812,WQSHFGVZY,Chevrolet,9743.15,152
12398,QMWVGUBOC,Mobil 1,2819.82,38
8106,RBDCTGYHT,Williams,305.85,191
86972,UFPNCZTZP,Michelin,6860.79,193
80293,JVXZGAXCQ,Haas,6545.09,10
54465,URKRNIILD,Monster,5103.13,106
99537,KSEGZPLKW,Honda,72.51,158
81099,NZMDKCIXX,Bosch,2317.24,37
95700,CQMPZRUEE,Porsche,8071.73,64
30439,GDMTFSYMN,Honda,2201.37,2
47501,JVIZEMDLL,Petronas,637.85,186
6392,VFYAYQPJA,McLaren,3312.33,170
47407,XURLSBFCW,Volkswagen,6332.39,149
70445,YNYTSYGUH,Williams,8728.73,80
91073,XWZUWCOBM,BMW,3970.74,114
44348,YDFPSYNOE,Oracle,7750.58,24
63080,JRKXUTXEN,Texaco,7175.88,36
49792,RZXOBTNFL,Alfa Romeo,2053.98,182
17051,VFFQLEAZF,Mazda,5256.66,5
16855,JWSRMCANF,Mercedes-Benz,2952.67,166
7474,JFNFSMEMZ,Lamborghini,710.10,140
76972,BPNYHOIWT,Porsche,2848.87,133
83219,DLXZGZOVG,Castrol,4847.06,18
72902,FNGBPBOUI,Lamborghini,770.55,194
86161,PTBAIHQKP,Bridgestone,7272.29,195
87808,RWKZVRNOX,Volvo,5501.66,142
33063,KSFVWXYZF,Volkswagen,9141.81,57
84675,GEJWYXMGH,Citroën,2574.94,54
59864,COPSDQHKS,Red Bull,8600.51,162
17483,HYLWRJQBO,Williams,2708.11,63
34,IKZRCFBQR,Mobil 1,7719.67,195
99077,IALIFAZUV,Bridgestone,3914.34,198
74989,XCROLJWOW,Lamborghini,959.51,165
18612,ECWPMLKKX,Ford,594.23,155
89735,TZDQHJHDU,Ferrari,905.63,30
94323,XCOOLWNJX,Sauber,4942.39,34
69361,YJPLSGGMK,Michelin,3241.30,48
83103,NQWEJERLY,Dodge,1252.68,79
48601,SOOZXHEZH,Citroën,2233.74,134
58954,MUBRBQCZC,Mercedes-Benz,837.13,17
42725,FABKXCUHJ,Aston Martin,9850.44,188
68655,KEDPTQANE,Haas,9578.05,85
67822,PRUMUZNVG,Bridgestone,5304.70,25
96834,SGPOHZCBH,Monster,9568.20,46
48721,PXLIZRELV,Pirelli,6796.40,24
95075,AKPCHGWIQ,Kia,6023.25,166
90193,FDPNTRUCG,Goodyear,1236.35,172
26434,ZNPFOJUJT,Hyundai,9423.66,70
32258,FZKACNHMV,Pagani,7381.25,172
99545,RSDXVSQBY,Lamborghini,9232.14,154
79185,RVVNYQORX,Pirelli,3283.30,94
82837,WSXJMMWWJ,Williams,1446.33,90
38881,NTBOFMXBA,Lamborghini,9492.92,194
30659,XPXHOPDJI,Lotus,2210.57,38
76228,ZLPTEAPEP,McLaren,7381.33,30
92028,GDFPRICKN,Land Rover,2911.29,1
60334,ZFVCBJLEU,Bridgestone,2332.21,11
18918,SPTTETCIN,Chevrolet,1684.49,83
18824,ANSRMMWJX,Oracle,8827.40,137
58492,MPBZBFCLR,Koenigsegg,2902.44,143
80490,DXBABDISW,Citroën,6906.44,155
21417,OQMVHBMGC,Bosch,9605.71,106
263,MPUUTNMUF,Bugatti,1710.99,69
93890,JQOAKRHQG,Land Rover,5864.14,175
13148,FEYXMGPTP,Jeep,5033.61,90
16142,XXFVXSZZR,Kia,6680.11,132
51359,LQRKBFERV,Honda,7075.42,195
22476,HGSRUZZST,Subaru,2926.20,101
5411,JHHVHBXEM,Citroën,2389.61,96
29536,GKFSQEQJV,Shell,226.79,28
68321,NISVBILTA,Aston Martin,1611.61,143
65710,LDPHAVQNC,Sauber,8895.54,8
22512,SOWQBEXMF,Land Rover,7441.12,20
43597,IYIHJLNVV,Mazda,7417.25,78
89218,IIMBRAPUA,Petronas,6473.12,14
57417,ERWGZVRCD,BMW,4235.97,109
71317,ONZLHXSFN,Jeep,4100.58,30
57374,SVMDNKQOK,Land Rover,454.32,157
83682,IUXEYOLFO,Goodyear,7493.08,171
85020,UDONLAWDD,Goodyear,3379.41,126
91996,FUNRBLSQB,Ferrari,1130.97,85
78308,YMZSJQVLW,Alfa Romeo,3742.61,31
75702,QUBQGBUVE,Haas,5056.00,82
24900,FKDFRQDNE,Sauber,194.94,137
20999,UPNPYWBPS,Aston Martin,899.17,170
46333,VUOFHTCDS,Monster,2257.23,15
55400,MWLXJVPRP,Chevrolet,7375.35,101
28417,VXKUPJVAQ,Monster,7257.51,190
91542,PDEVBXBSQ,Dodge,6083.45,53
46215,MTNNPVCPS,Chevrolet,3476.56,190
10799,SGVHTCJLO,Aramco,7957.53,25
94263,WKGYRSSQV,Jeep,8090.87,29
46298,JQLTNAVPV,Maserati,6461.69,157
99995,CFSMIRJYO,Audi,9573.66,180
87386,QSAGKUFUK,Audi,7071.63,14
30111,TGGNERZRX,Audi,5178.79,194
71073,FEGUFOEAB,Porsche,591.58,50
32503,JTXOVWJRZ,BMW,3663.30,93
27381,RZBMLHQSU,Shell,624.42,125
11882,POKAHNWLD,Aston Martin,7508.62,160
93653,EKZEKSQML,Lotus,8958.59,176
36267,XPQFUTEDV,Castrol,9108.57,184
88824,RAGAFINQX,Castrol,4937.06,104
430,FQPREEGBA,Jaguar,8391.14,125
48681,CUUJIJQXD,Oracle,4140.78,133
35715,ZSVBHFWNU,Bridgestone,4357.20,14
54706,LYTAHQRRX,Texaco,9132.03,121
11836,ZMXYMBKIM,Haas,1234.09,157
12916,GYIXTTOVH,Nissan,9704.44,162
72991,MKEZBEIJI,Aston Martin,7699.69,68
3426,DUIEETQYY,Peugeot,6545.34,110
32019,BDXMEOEVF,Porsche,7578.25,9
92732,BKPDCBHXP,Mazda,6383.30,154
91671,MUHOTGREM,Pirelli,1447.24,106
40159,ITCZZSYOR,Pirelli,9174.77,177
56485,RCHBUEMXH,Monster,9600.84,119
75218,OHCEOZHAL,Bugatti,5479.88,107
20519,HYNMNSLVH,Lotus,9867.98,154
35541,QCIGHUYAI,Chevrolet,9300.94,12
5738,XIANAARLY,Michelin,2361.02,179
29339,TCVUDEZNB,Subaru,3872.64,68
89685,VOOZAMBOB,Castrol,9211.20,135
47791,IADUHXSHX,McLaren,2484.97,76
66499,ARQVMLSKE,Castrol,6204.72,52
113,HXSRQQUCM,Michelin,3011.77,87
10126,RLTUCIWAK,Citroën,1840.38,108
93334,OAKDSKDIF,Lamborghini,7140.66,45
55367,NWSLWAUTU,Honda,1043.31,65
8505,NCOTIYAFA,Pirelli,9033.80,78
58604,RHVOWPZFM,Petronas,9826.64,166
3601,RJOYLPLME,Sauber,5645.56,96
22665,JFLSFUUOK,Porsche,804.80,154
60723,FRBUKRXSO,Pagani,5535.50,94
56547,FNJGFNVGQ,Citroën,9473.93,50
24378,KPPLVGQNB,Honda,445.44,21
47043,QQRZPJLXZ,Alfa Romeo,4064.44,83
23351,CMNXOEDEG,Texaco,7963.41,96
98196,MTECWCTHK,Peugeot,8648.68,196
24814,RYYDFYDOJ,Toyota,8319.84,8
44870,MACYLYJAN,Oracle,1443.85,71
16789,HWJFILXRF,Sauber,1904.87,78
48038,SVUZCRSYA,Dodge,7930.06,139
92756,JCPCYVKPC,Pirelli,5605.10,17
53643,BUEGRGHVK,Maserati,8182.48,57
15804,KMGPTMGQP,Michelin,4400.61,185
6177,ANRBYNSEF,Renault,4825.72,120
69817,IBZOISQFH,Chevrolet,9885.47,179
45818,LJUBWHQEE,Monster,4189.88,129
67347,EWFBKLBYK,Chevrolet,9549.82,1
67090,DLTMYDODA,Koenigsegg,9610.20,80
61339,AUNRRFLCF,Brembo,2569.34,55
23984,MGLXMRHDC,Texaco,8161.53,11
77431,EKJRNEUCM,Mazda,5404.06,92
21837,WXXFDHOLT,Sauber,7603.42,18
66803,ECEVTLVUX,McLaren,302.06,170
71831,BQXLGELYZ,Petronas,4028.09,66
62230,BWCZBADNF,Maserati,1059.79,178
90971,SNOVONLSO,Land Rover,8884.76,160
77561,SWUBLXTFF,Volkswagen,9680.97,148
87800,YZSCTXDNU,McLaren,1708.50,146
49904,DWLQBEOXI,Peugeot,7409.09,184
14551,GLXPEYDOV,Sauber,5838.05,199
55306,KRCEETZFE,Bosch,7559.04,141
44607,NDQMNZTKJ,Subaru,342.18,192
3146,TSHEOZJFB,Chevrolet,9913.70,188
45679,OEFNVCMSZ,Bridgestone,2045.42,170
62934,ABNBAVUYW,Maserati,3214.42,193
80425,KYIZTDYVC,Pirelli,8115.92,87
26855,SCEWNZZLE,Porsche,5689.91,185
83257,PZIZBSVQY,Mercedes-Benz,9915.88,28
90076,KYYUWNJPF,Ferrari,9119.62,69
75530,TWPHURMZO,Red Bull,4508.58,185
58549,SRDDFGQJM,Maserati,9617.77,134
76031,JOVZSEAQO,Bridgestone,2497.76,159
88413,EFENGVDWP,Jeep,2214.40,192
91255,VZWJKNOSW,Dodge,5619.10,135
69222,YUQBQYGMM,Dodge,7328.54,78
33172,RUFAIPMXI,Bosch,2292.93,96
6092,TGFWTFZYC,Sauber,2806.31,40
88774,SKFFBSVKA,Dodge,49.12,40
89433,RBKZNIZWY,Red Bull,6365.75,97
28955,BTKGFKXFI,Ferrari,8718.56,143
49793,CEIZJANBC,Volvo,7587.60,50
65708,LGZQDIVQV,Shell,5238.78,187
28408,JRACQTSAH,Brembo,2316.41,82
13368,IVCZHGLBU,Pirelli,9379.85,167
30890,ARMTDNLBC,Lamborghini,6774.09,113
69623,FTJBRPCNR,Lamborghini,1095.07,181
35504,WSSFECRAT,Toyota,1321.34,87
47201,RTNQDXNIM,Mazda,7616.80,63
76865,RQDAAKJXV,Shell,9833.89,121
56675,QBCJJICGF,Castrol,3959.06,143
68707,TIGSEJIEP,Audi,5186.41,197
69488,ZSOTADSFP,Bosch,4430.30,165
42481,WPGSYFBCM,Williams,417.07,101
21881,CFRKQUVXX,Subaru,5888.69,129
25623,UUNJCLNWT,Mercedes-Benz,2739.40,109
22140,MICIXWRCO,Castrol,9574.30,21
59467,FJAGWXPSE,Texaco,6320.99,119
92097,QQBENPXEF,Jaguar,3003.81,168
48343,UOKDOAZSD,Pirelli,7491.47,148
10832,CPWTLWTSC,Bugatti,6137.95,174
48562,UKBGVHFCE,Mazda,7137.17,3
43795,ZQJOURXUY,Lotus,9258.39,157
50789,ACSKGAXOM,Lotus,3128.73,152
25075,ZHNACKKYP,Land Rover,3128.17,195
47808,ESPBXTQGT,Petronas,832.79,44
8462,SYWPSYMMT,Texaco,6334.68,60
57359,FHUMOBSJB,Mazda,1224.56,98
9004,OOWPDGVBF,Castrol,9178.96,64
31861,WKCNMHELK,Mercedes-Benz,2715.68,151
65199,LXJAKNCAG,Citroën,8966.64,69
7313,TVVBFVLSW,Jaguar,2539.35,100
81966,IYYBPXGGF,Pirelli,5293.26,8
47433,ASDEMWUXG,Jaguar,9285.48,74
76738,QAPXWZZCH,Subaru,931.70,190
13178,MGHWUNZYO,BMW,6659.84,159
54037,CNXQRZGXE,Williams,5443.96,162
95574,ZISXUXVNC,Chevrolet,8831.48,138
2099,OYUDUKTXL,Kia,1430.16,6
61682,LZBPRDVOX,Pirelli,6821.54,73
91168,RPDYEDLZD,Citroën,7821.17,114
78108,MNCZJUWQT,Jeep,8243.31,138
40428,QPYZUSJRD,BMW,1695.70,149
69224,OAKPYDHYX,Monster,2358.63,74
67550,GDFLQVSLG,Bugatti,5731.95,13
34999,BOEFHJCJP,Renault,9579.36,165
35620,WVGQRVGTL,Oracle,1311.40,96
83172,LXDLEOQYZ,Bridgestone,6981.39,16
17351,PZYNHVFZN,Bugatti,7549.19,49
89989,FQUKUZVLW,Michelin,8688.11,115
62964,LTGTAAOWY,Brembo,4449.91,122
74640,XJDROFPJU,Chevrolet,9828.60,99
18047,MIOWMICTN,Bugatti,6059.10,83
15103,UAWHUZGOZ,Aramco,8158.79,135
713,WXSRBSQMR,Subaru,2876.62,36
39638,CACVDQXES,BMW,3250.42,8
33987,ZEGEAPLBZ,Red Bull,5503.75,134
21019,VXPUNDIJA,Audi,6474.69,25
99130,KGLOSBNVJ,Porsche,2711.81,178
74729,KSXDOVRBE,Lotus,1963.80,162
43596,SRLGZAFDT,Goodyear,2993.92,65
83349,KMANYGUXK,Alfa Romeo,7690.05,97
94017,JOLNLKKSD,Volkswagen,3270.55,148
18926,FLYDXSBNZ,Oracle,6624.11,47
15538,NJSSRIYDK,Porsche,4096.63,151
31110,TYXQBXXTL,Jaguar,400.17,164
59880,RAOTMGDFX,Goodyear,8765.60,22
59092,WASHDEEGG,Aramco,7339.76,140
49626,XPWCYIOFP,Aramco,5600.58,19
69837,KLJJRCUGT,Aston Martin,9820.39,46
47161,WGLPDSXHN,Hyundai,1492.80,196
11070,MGCLKZGKV,Ferrari,7059.59,95
97561,EIGJVRHKK,Kia,9300.58,9
36318,XVJLWLNTX,McLaren,4341.67,39
36698,QMEKMMAXA,Haas,7468.56,192
46688,JLMKVXNBV,Shell,1190.23,43
37306,EFHYBMGCE,Land Rover,3494.21,62
76341,JRPXYMQLK,Shell,147.26,63
85039,DQRDOVBSZ,Toyota,5569.06,56
85625,JEJTQASMP,Kia,9355.24,42
68474,HVAZZETMT,Volvo,8228.88,200
2558,FPERGOEAM,Toyota,2878.58,46
20677,LSFLMTOVH,Volvo,2549.21,68
31641,CQKXFQDBK,Aramco,9590.13,124
47616,VOPKWRHVV,Haas,986.03,181
56425,UQBXHVXTM,Aramco,2163.90,137
54571,OAECRUEIW,Jaguar,9758.31,44
93283,VQIEWVNYV,Castrol,5638.05,51
39753,WLFPUMSBC,Nissan,1180.21,46
34924,ZJNXVZBDG,Mercedes-Benz,6563.60,135
54048,YISJMONPE,Alfa Romeo,8636.29,74
8078,EJVDWPCNJ,Porsche,1455.50,29
5721,NNTWGSXTC,Alfa Romeo,823.05,168
56556,UQULHIBQH,Goodyear,7583.93,15
64286,GULLMGTNP,Hyundai,3545.51,18
87635,QREPPRUQG,Petronas,1111.48,38
42355,VNJLRQEWP,Aston Martin,8638.67,169
5283,ZZPRBGDJD,Aramco,3044.01,118
94716,EDRAOCNON,Lotus,4324.77,175
6613,ULFSBNNGG,Aramco,9994.43,70
72927,YUGQQZVEL,Volkswagen,3913.07,93
74146,CCOHPYWLY,Porsche,1280.05,143
99833,SXWMCRBUV,Pagani,8622.60,77
52582,UBMGIAFMD,Ferrari,2148.69,3
71514,ZJKUIRMWY,Maserati,3873.59,48
78832,YTLSICVNF,Haas,7763.49,135
5214,TTDCVDIVP,Kia,979.68,153
31103,THZYEVIZS,Land Rover,301.60,70
19122,FJOEBUYOL,Kia,5669.83,37
29082,ODTRWLLGR,Bosch,3854.65,4
74409,APHHBQRJO,Dodge,1311.86,99
60125,LCQSOTRJS,Sauber,4515.34,188
96715,LSDKJIQIM,Red Bull,4318.15,93
24913,JNWNIGHUL,Bugatti,8063.80,73
94119,YGBLTRURJ,Jaguar,2932.09,77
29749,YZSJNRXBH,Subaru,7182.72,157
19478,BJNDHMVYS,Maserati,6722.42,45
93213,MFSJMNELZ,Sauber,761.83,56
26247,BUUETDGGP,Aston Martin,9428.85,92
5943,MCVCXMKNK,Bridgestone,1180.71,49
40595,ROFHSLEHD,Citroën,8430.13,48
69769,XMHAHPVHF,Hyundai,1904.57,197
25514,WJRVADRRD,Bugatti,6206.58,149
78191,LZIUOWJCR,Bosch,3632.33,26
71461,JJWKAPNGZ,Porsche,3592.38,135
86257,QVIUEZIID,Aston Martin,5453.58,171
93333,XYSGRNBIN,Shell,3547.18,155
66590,MKKGLKSWX,Honda,3915.69,82
5176,JVLFHDBLW,Shell,5649.44,48
75413,VQCXNPBBR,Haas,3041.52,80
73389,CWBMSOPCN,Michelin,311.00,88
6864,IZTUFOFLC,Oracle,9877.56,105
6705,EUMRITISW,Bridgestone,9950.91,124
31266,IHVCJYRYQ,Mobil 1,3130.49,151
80063,BKZVBGNZK,Honda,4668.54,103
72498,ANJSOGHOE,Kia,4921.74,172
58922,KEPKSLJKU,Shell,4914.13,99
38601,NFDRIVQOA,Peugeot,2452.92,94
25164,EZGXKWREI,Nissan,3811.60,189
39200,XCRMGBFYM,Lamborghini,1666.02,112
94508,FFLTFBPYR,Alfa Romeo,2927.20,149
48312,BKORVASKT,Michelin,3267.73,196
94410,DRMSDDBWZ,Red Bull,7981.66,164
92620,KOLRCCJFC,Mobil 1,8948.69,143
9680,GIPXQKJKU,Bosch,6829.52,182
71394,GNGPBPRRK,Koenigsegg,2287.70,9
88078,BNATJKJML,Ferrari,5510.46,121
71950,ESEXVCTZX,Nissan,5808.10,42
39034,SZZRBBJPV,Chevrolet,6612.53,149
43181,FWOMWQMYS,Porsche,3139.16,103
34195,LKZCPQMAX,Bosch,5640.89,82
34454,QYSATJEIU,Aramco,8481.45,40
89385,LAQYTGSUF,Peugeot,3402.87,95
26046,HPYGTSJHB,Lamborghini,8132.01,52
46888,DJIYYBIBU,Monster,7760.56,5
82053,PIFNRSFBL,Williams,1769.13,170
64451,WUHUZQYBE,Pagani,101.47,35
33478,QLPASSZNJ,Mazda,7493.07,109
27105,ZYOBXHFDD,Volvo,7687.75,48
55036,YUPTRVWEJ,Audi,2132.29,189
17140,KXKHPOVUG,Audi,2455.08,1
10805,GWTXZYQZY,Monster,819.31,97
25471,IFQTMEYLP,Shell,7533.72,66
92637,EFZPMOTFX,Jaguar,692.04,182
93259,NUPSIHYRL,McLaren,1414.77,104
30611,PVCCSBFQA,Oracle,9697.16,135
88802,LHTLASICJ,Renault,9799.45,94
13856,MKAQMUOLR,Kia,8895.11,183
24350,MDXARSWXJ,Lamborghini,6339.32,195
62493,IZXZAWCAK,Alfa Romeo,7932.96,179
63775,GXVEAAPFD,McLaren,1806.74,63
71036,KDDPRKDVG,Ford,5081.45,65
32475,RNWTGHFMS,Volkswagen,1766.94,5
64620,MEXEBKKPO,Land Rover,2492.95,200
57556,XWADUTFQA,Volkswagen,1537.02,132
66648,QGLVBVKDQ,Mazda,4441.10,45
66858,XCMTYATRF,BMW,5253.50,139
27678,JEMRCYMZP,Aramco,9154.25,59
51364,CXUNTPAYN,Volkswagen,1099.88,115
91004,KHRNRWMUP,Mobil 1,9871.32,189
78749,WUQBXWHCL,Hyundai,3691.78,59
75945,OFEOJSDGZ,Toyota,8057.16,190
43649,ZHXKGJMIL,Castrol,6592.62,180
48468,JAGGIVWRH,Land Rover,9741.14,94
41039,FTMGJDLKE,Ferrari,2080.05,22
44737,EPDBWPDKZ,McLaren,7398.47,59
70483,IYHBNAIEU,Pagani,3579.00,126
18010,CVVQGXIYB,Michelin,4013.69,59
67995,NHLIVUEJY,Land Rover,1018.94,5
80048,GLNJHRCSF,Citroën,2570.57,168
78750,WFLZUKKVZ,Jeep,8592.77,53
5632,ARPGESMFN,Texaco,2821.60,50
4585,QXCVNDQCR,Bosch,3250.65,45
45024,INJFDRUEG,Porsche,3180.64,192
33064,OABMGYKCM,Hyundai,2124.31,144
53922,WDVYIZWPH,Mercedes-Benz,2357.91,105
59095,OFCWFOPFT,Hyundai,521.81,198
94679,ZGXHJMWTL,Petronas,8523.12,148
70121,ZCEQJXFXQ,Ferrari,4016.15,50
61263,QVOETQQMA,McLaren,1162.86,169
64636,RYEBUXXPR,Aramco,3173.00,18
91111,HMXKIBWAU,Nissan,9402.27,146
91389,UFIEQATDN,Jeep,7785.44,131
72181,GFOEAPVHK,Honda,6071.60,143
88115,QDPTKGTTT,Lamborghini,5946.01,33
47380,ZIYCJJDZP,Aston Martin,6655.66,40
72477,DBQKJKNPY,Bridgestone,8317.69,116
69177,CAOVMEHOT,Land Rover,8173.55,124
61184,XZTOWRTHE,Castrol,9669.39,151
7137,BHZVPZZHR,Jaguar,6349.88,38
65377,HUXAVNXNS,Petronas,4462.75,153
84903,YLXZIYGXQ,Alfa Romeo,623.32,149
86278,NNRCLQDSO,Bugatti,8663.24,132
90177,DCIGWPVDM,Land Rover,3484.52,132
12854,GAHKOHGLB,Pirelli,5660.06,13
42229,FZXQCIVHJ,Mobil 1,182.88,149
95591,VLKZZQZVK,Mazda,7638.24,2
92615,ZEEULQEOI,Bridgestone,3677.20,32
27245,QNHPPRQOE,Ferrari,5816.88,181
35547,JRIXLDNCJ,Michelin,3385.11,62
16009,KNHCPRYUE,Kia,4617.66,162
33055,SOANVGFTV,Haas,7096.35,186
32874,AWDCKXKFQ,Mobil 1,668.33,160
50367,CVNDCGLJL,Mercedes-Benz,3386.51,168
26361,UWRDVADME,Shell,4172.68,131
41117,VKOBAVRMB,Toyota,5985.74,160
73055,RLPFRHWXR,BMW,702.71,200
83528,SNXBSZDCS,Petronas,3376.09,146
16993,LZUUGPAGU,Hyundai,5246.89,144
92404,QJEWBTAAC,Volkswagen,4211.64,14
30723,KHFKGAITJ,Sauber,5186.61,120
60178,DTMWYXDMG,Nissan,6362.98,7
58807,FSEMBBTPK,Renault,7868.68,21
90977,JPIOADWXS,Bosch,8010.69,195
62965,GMVHOBGNX,Mobil 1,418.00,26
4255,IKUGVTDSF,Aramco,2392.90,198
15567,NBEJWLECN,Kia,3014.08,108
30015,FZIBQOOYX,Bugatti,5938.99,80
76518,FEPIHZMBD,Jeep,3934.35,87
50850,TJYTDHOWI,Koenigsegg,1967.97,112
97453,TXHEOUVDW,Sauber,8054.94,21
63972,QPMESPIRL,Volvo,1170.52,176
68244,PWPQTLCNP,Mobil 1,7565.84,23
55315,UVQXILUHS,Williams,4592.71,148
58108,OJLPBQVQH,Hyundai,9977.54,21
22304,KYRAXGHXN,Ferrari,304.60,91
16008,FJEAIKUPM,Mercedes-Benz,6248.44,148
66845,VFWOZFFUQ,Texaco,615.56,178
91547,KWFUETILI,Toyota,9781.14,45
38761,GEZULJLXU,Nissan,8387.49,192
99432,PGBEOZIUC,Citroën,3006.28,143
95468,LUGHUBRQW,Pirelli,1669.70,77
69960,HEJGZRFIB,Pagani,2627.32,88
43765,GXBSUGJEP,Mazda,7309.82,143
84901,NPQRWDOCG,Goodyear,6532.67,10
98679,PXYTALNNM,Subaru,1430.18,30
37560,RQDDSKPTH,Volvo,2301.37,164
95862,XIVAVVMLT,Toyota,5424.81,73
44620,AEIIMEPSR,Bugatti,4761.95,45
41447,HZEEBOLQY,Castrol,9815.39,45
17673,FGQFEMTTW,Volvo,9153.98,163
83675,WMHGFOIZJ,Hyundai,8347.23,141
87201,XFZIDWSWF,Pagani,4631.98,148
75114,FKOTUTGRF,Williams,3601.51,163
727,HIJXKXFGM,Aramco,4504.33,12
7080,GSTTMMUSD,Texaco,576.95,11
75757,DGLTAUFLY,BMW,1925.46,74
21910,OKXXNGMQP,Jaguar,7699.13,80
9926,XDFWBGQEA,Aramco,445.40,24
46901,GDJEGCIJZ,Ford,4613.66,81
17651,BFXNXBXOJ,Oracle,7049.28,31
89467,IODRBVXDQ,Oracle,7566.62,120
38268,YFRTGXYVN,Williams,9485.40,103
15356,IQZDJEYGO,Aston Martin,9381.93,33
15397,DIIPGNTUH,Subaru,3643.49,149
33000,AZLIMCHVN,Alfa Romeo,6364.92,155
42519,GGBIYDPBB,Chevrolet,6303.71,46
5157,VQXNSETMI,Land Rover,2280.25,8
29044,TYTJUTOTX,Chevrolet,6126.50,146
97027,EEZEFXEDP,Volvo,3551.10,43
74343,XDOEBIHGH,BMW,4664.32,14
24816,GADPENEVL,Pirelli,1970.30,113
36420,CPANFGHVA,Goodyear,8265.25,138
90162,UWWXBMVCL,Volvo,5622.73,189
6961,IRPDMGCMH,Ford,8299.15,32
91018,IQBGCBIEO,Haas,1288.46,115
84156,KDGGXPKGV,Volkswagen,8788.88,57
20477,GLTJCKAGO,Jeep,5217.80,158
4850,VNQNUDYVP,Chevrolet,1975.86,34
18194,YRRWUJURO,Goodyear,492.22,77
23494,ELEPDPVTM,Maserati,9637.56,151
47712,DICPCIGPR,Porsche,1320.11,12
10565,CHCPTELYB,Jeep,5482.04,50
21600,VDOMLVJHV,Koenigsegg,2968.59,74
87218,DMHPODUVI,McLaren,6874.70,96
98826,VZAFPGWJW,Goodyear,4577.13,177
66121,LXRJNUXXJ,Mercedes-Benz,8383.67,11
95202,NANBLOKSX,Texaco,6038.76,32
16835,JTHWNZYRN,Castrol,2829.38,154
59867,KFIEJRTPM,Audi,7296.64,189
7922,LSJLGALCY,Lamborghini,3254.87,89
42232,FSVOEJXWC,McLaren,9075.09,87
75556,KMHNYJLFU,Williams,3558.21,153
67891,VZIANYEDH,Lamborghini,6046.59,78
91663,VIBRKKCHO,Lotus,5316.72,158
58427,NVPDUGYMZ,Brembo,829.74,111
67600,QOSJOLZGQ,Bosch,6516.05,135
54631,LMQVMYWUZ,Castrol,9342.06,120
84919,MIIBPTPIA,Toyota,572.01,156
35710,KADOSQFUB,Mazda,77.06,156
53116,JGJIKAMNI,Ford,5525.43,80
1191,CZIUHNTDC,Ferrari,5496.01,179
88877,PIZKQWFYG,Haas,4253.03,31
56394,XYIBEDJHS,Castrol,3320.66,87
37190,ULBQVUZXQ,Sauber,8943.58,48
4213,GABVPZCWV,Bugatti,3068.79,67
63331,HKCRPGKVH,McLaren,6951.90,13
88152,BUPIRQMJU,Texaco,2450.12,131
34952,ISDUXKCDO,Bridgestone,9985.45,171
60887,QZNWAPKJS,Honda,6996.63,147
98642,NDAHZBQXE,Kia,7826.33,116
21355,HWMFUYFPC,Chevrolet,9600.83,166
51921,PPGNPMRIJ,Lotus,6854.67,198
65863,NLBCBHUWY,Bridgestone,6153.52,160
21527,YFMCLESMA,Pagani,5867.67,55
83708,BCPUNDNBP,Alfa Romeo,5834.48,160
93692,FTWOZELQQ,Lamborghini,8760.83,178
967,VXPFQSZHY,Haas,1247.56,173
95793,NOKHWECNI,Volkswagen,2343.00,36
47425,TGVLNTXZG,McLaren,2086.38,155
24515,JDPKVGPIX,Porsche,9257.55,179
29349,WPEJHAYRL,Toyota,478.76,90
62559,DXXYOUCWM,Monster,7391.95,100
22666,ICXLJQRQA,Pagani,6075.07,166
58816,EHZCNIQKK,Aramco,1255.11,13
88428,FMFWOEAZT,Porsche,4133.23,194
10953,ZICXWSQZY,Mobil 1,4897.98,95
90731,GNNSYGEMA,McLaren,4930.19,106
84934,KUKSBNIIV,Hyundai,4573.83,187
52922,PBGHBSITP,Sauber,4876.71,95
54807,QLQFXMNNO,Lamborghini,3726.92,25
92872,KOHTXRTKB,Pirelli,4775.58,37
98582,KZTOZPIKZ,Petronas,6630.17,110
94776,QXYSIDRNA,Audi,5191.88,21
13491,YNGKWFCBQ,Williams,1456.08,51
6128,CRFNIFTDM,Aston Martin,2642.62,159
22335,HAHXIUGTM,Subaru,3879.45,174
34306,EUYHIKWUL,Mazda,8744.22,40
21164,BIUKFBJEP,Shell,5230.68,78
38806,WBWLBRGQA,Land Rover,9560.01,150
53973,XSPMQGLSO,Ford,232.15,151
11331,QCKFQOYJC,Brembo,7034.81,144
54855,SEASEDGZO,Goodyear,1887.23,21
